seller_id,num_of_orders,total_revenue,avg_delivery_time,avg_review,revenue_group,rank_by_delivery
e59aa562b9f8076dd550fcddf0e73491,69,30716.3,14.034,4.261,high,182.0
f8db351d8c4c4c22c6835c19a46f01b0,653,49732.2,9.886,4.26,high,34.0
0885aaf116795758dfeb5f1032487bcd,27,2573.1000000000004,5.993,4.259,low,5.0
e9779976487b77c6d4ac45f75ec7afe9,639,41872.94,9.783,4.257,high,30.0
1b4c3a6f53068f0b6944d2d005c9fc89,110,14321.5,14.587,4.255,high,202.0
3bdff180c7e1f6551a643b99c265a120,55,2958.3,10.13,4.255,low,93.0
f7720c4fa8e3aba4546301ab80ea1f1b,59,2075.45,10.994,4.254,low,127.0
17a053fcb14bd219540cbde0df490be0,122,39733.439999999995,11.792,4.254,high,102.0
f0b47fbbc6dee9aafe415a6e33051b3f,67,3766.92,10.126,4.254,low,92.0
94144541854e298c2d976cb893b81343,67,16855.280000000002,12.722,4.254,high,137.0
17e34d8224d27a541263c4c64b11a56b,245,51453.19,14.25,4.253,high,188.0
1c129092bf23f28a5930387c980c0dfc,199,9482.72,11.713,4.251,medium,128.0
a2e874074c877c5a05abae80ad6e488f,40,7355.0,19.238,4.25,medium,259.0
624f4ece8da4aafb77699233d480f8ef,52,9046.0,13.627,4.25,medium,199.0
6288c69c4ce638e59925e59193f98b16,20,4196.8,9.612,4.25,medium,54.0
432c37c9dfba871172ec162e20118b8c,44,2679.87,14.598,4.25,low,233.0
f84fa566034f5e8e880a07ec624c56af,89,4993.91,11.963,4.247,medium,137.0
d50d79cb34e38265a8649c383dcffd48,69,12892.43,13.205,4.246,high,159.0
6ec1a01e866584bb679eb9b098345919,29,3852.9300000000003,12.863,4.241,low,182.0
6d803cb79cc31c41c4c789a75933b3c7,58,8711.4,13.297,4.241,medium,181.0
1464afc72f696af775557a821c2e253f,29,1059.36,11.551,4.241,low,141.0
537eb890efff034a88679788b647c564,158,4617.9,9.141,4.241,medium,42.0
73a63f72308aa20a46f4b1632018f196,25,7473.95,11.678,4.24,medium,125.0
15aac934c58d886785ac1b17953ea898,25,4353.9,14.308,4.24,medium,216.0
2e1c9f22be269ef4643f826c9e650a52,159,12089.75,9.888,4.239,high,36.0
c013e57c075a06e5b5c48ee03c525719,42,1971.55,9.19,4.238,low,60.0
412a4720f3e9431b4afa1476a1acddbe,21,2058.1,10.53,4.238,low,109.0
85d9eb9ddc5d00ca9336a2219c97bb13,492,14961.84,14.659,4.236,high,206.0
70c27847eca8195c983ed7e798c56743,77,12077.52,11.207,4.234,high,80.0
ebd2d60905fb58271facef5596b620d3,82,7713.02,12.992,4.232,medium,171.0
8d956fec2e4337affcb520f56fd8cbfd,209,10971.69,9.27,4.23,high,17.0
4e17c65a516f69d023a2ae78b84f28d6,61,7639.26,13.331,4.23,medium,185.0
562fc2f2c2863ab7e79a9e4388a58a14,253,8599.27,11.274,4.229,medium,116.0
05f51e13da97139648b8125c31e5f51b,57,13100.31,12.507,4.228,high,129.0
7722b1df1b0e383e000397b2c11e3e19,132,7019.7,8.387,4.227,medium,20.0
900ba814c251a692506d7834c1218441,84,27826.350000000002,12.33,4.226,high,118.0
4830e40640734fc1c52cd21127c341d4,204,9550.48,9.976,4.225,medium,68.0
b4ffb71f0cb1b1c3d63fad021ecf93e1,142,6666.69,10.147,4.225,medium,78.0
4d6d651bd7684af3fffabd5f08d12e5a,360,42988.4,13.032,4.225,high,151.0
9add47bf45ce8e8c7db6b9cf670b1e09,40,4546.54,12.036,4.225,medium,139.0
ce248b21cb2adc36282ede306b7660e5,63,13480.289999999999,15.687,4.222,high,229.0
57c764b4a836300be881e2ff86e449f9,27,1146.2,14.82,4.222,low,236.0
cbd996ad3c1b7dc71fd0e5f5df9087e2,154,7699.64,12.923,4.221,medium,168.0
86ccac0b835037332a596a33b6949ee1,177,15919.12,12.079,4.22,high,110.0
f7ba60f8c3f99e7ee4042fdef03b70c4,218,68130.0,13.406,4.22,high,170.0
3d8fa2f5b647373c8620330c4e077a9f,41,3350.73,9.076,4.22,low,58.0
b76dba6c951ab00dc4edf0a1aa88037e,155,2523.33,10.324,4.219,low,102.0
128639473a139ac0f3e5f5ade55873a5,520,11626.55,14.356,4.219,high,195.0
9b013e03b2ab786505a1d3b5c0756754,169,8591.61,8.598,4.219,medium,26.0
76d64c4aca3a7baf218bf93ef7fa768d,64,16911.8,10.975,4.219,high,69.0
1b8356dabde1d35e17cef975c3f82730,55,3366.4,10.54,4.218,low,110.0
c731d18cea9bf687ffee82a241c25b11,23,3525.0,7.642,4.217,low,26.0
cea729054f157f5870bdd321a958d994,23,2296.2,7.132,4.217,low,16.0
a416b6a846a11724393025641d4edd5e,157,24930.24,12.493,4.217,high,126.0
d94a40fd42351c259927028d163af842,97,13402.5,13.949,4.216,high,177.0
729f06993dac8e860d4f02d7088ca48a,93,19485.28,11.694,4.215,high,100.0
7681ef142fd2c19048da7430856b5588,56,31093.81,10.182,4.214,high,46.0
b32be1695eb7ec5f10f72d9610a12527,42,25577.0,12.468,4.214,high,124.0
b18dc380845b24038cfc48006478f099,42,7554.07,12.756,4.214,medium,165.0
b499c00f28f4b7069ff6550af8c1348a,145,9946.22,11.261,4.214,high,82.0
daeb5653dd96c1b11860f72209795012,38,1908.8999999999999,11.65,4.211,low,148.0
3f995f07c49d0d55a99d5c54957f7d81,43,3955.7,9.595,4.209,low,76.0
f3b80352b986ab4d1057a4b724be19d0,86,9815.1,10.456,4.209,high,53.0
b83cedfb587e7911540e3f576d6917ce,24,2224.95,10.159,4.208,low,95.0
31da954dc0855f2495c6310f70a2f931,29,4583.0,8.173,4.207,medium,13.0
056b4ada5bbc2c50cc7842547dda6b51,63,12073.41,12.634,4.206,high,132.0
0db783cfcd3b73998abc6e10e59a102f,131,9040.5,11.627,4.206,medium,124.0
33ac3e28642ab8bda860a2f693000e78,34,3661.03,8.722,4.206,low,51.0
e26901d5ab434ce92fd9b5c256820a4e,197,11601.5,9.289,4.203,high,18.0
b33e7c55446eabf8fe1a42d037ac7d6d,149,44215.17,16.277,4.201,high,242.0
955fee9216a65b617aa5c0531780ce60,1252,130693.82,10.749,4.2,high,59.0
8ab42aa58097fd4668d60cc648225d5f,20,2616.75,10.36,4.2,low,105.0
8fdca8e349553f99bc738833a62c8802,20,881.85,10.906,4.2,low,124.0
0d85bbda9889ce1f7e63778d24f346eb,50,4143.8,15.267,4.2,medium,231.0
ceaec5548eefc6e23e6607c5435102e7,195,50838.19,12.916,4.2,high,146.0
4e7c18b98d84e05cbae3ff0ff03846c2,80,9169.9,12.105,4.2,medium,143.0
c847e075301870dd144a116762eaff9a,40,14048.900000000001,16.429,4.2,high,243.0
3c487ae8f8d7542beff5788e2e0aea83,30,9385.699999999999,13.742,4.2,medium,202.0
b2ba3715d723d245138f291a6fe42594,320,47307.58,14.038,4.2,high,183.0
fdb9095204a334cd8872252ffec6f2db,46,8156.0,8.72,4.196,medium,32.0
3bb548e3cb7f70f28e3f11ee9dce0e59,46,7690.02,10.905,4.196,medium,106.0
7dc8c42cc750eeafea6c85712ffee9bf,41,6409.68,9.151,4.195,medium,43.0
32b8764b4ef628b53608fc34011fcc13,36,8884.0,11.232,4.194,medium,115.0
3d871de0142ce09b7081e2b9d1733cb1,1050,92207.0,13.503,4.193,high,172.0
8090490573c6c0aa343a7231ebcb8c86,26,3871.1200000000003,10.092,4.192,low,91.0
8a432f4e5b471f8da497d7dc517666e2,94,7445.0,7.664,4.191,medium,9.0
53243585a1d6dc2643021fd1853d8905,345,215692.04,13.333,4.191,high,167.0
1127b7f2594683f2510f1c2c834a486b,110,6669.7,9.352,4.191,medium,47.0
7e1fb0a3ebfb01ffb3a7dae98bf3238d,153,25703.53,15.412,4.19,high,226.0
7ea5bfa6c340f58f8e71fc1f0412b0d6,95,10713.42,12.43,4.189,high,121.0
4559697a8f7e637227c2eeaed843baff,37,3416.4,12.999,4.189,low,189.0
3ade81dab5a172b88e1871c28ae05260,27,5204.6,14.346,4.185,medium,218.0
271c58a1d139c45eaf3316107c6d3a3b,27,3597.63,13.156,4.185,low,192.0
3db66a856d18a9cba7c9241fc5221c50,92,9408.4,16.122,4.185,medium,240.0
6a8b085f816a1f75f92dbac6eb545f8f,125,5884.17,14.688,4.184,medium,225.0
05d2173d43ea568aa0540eba70d2ca76,60,5554.68,14.46,4.183,medium,221.0
aac29b1b99776be73c3049939652091d,93,6578.6,14.91,4.183,medium,227.0
da8622b14eb17ae2831f4ac5b9dab84a,1286,157517.97,11.107,4.182,high,76.0
093805f8f2aeb63881444571e1f48f30,22,1215.79,8.274,4.182,low,43.0
efcd8d2104f1a05d028af7bad20d974b,44,2324.81,10.149,4.182,low,94.0
58f1a6197ed863543e0136bdedb3fce2,44,6833.0,10.302,4.182,medium,85.0
13d058e4eeac2ce8217660b2f8a05812,22,3739.78,11.404,4.182,low,136.0
ce27a3cc3c8cc1ea79d11e561e9bebb6,116,6911.56,10.079,4.181,medium,73.0
f262cbc1c910c83959f849465454ddd3,188,10144.87,9.021,4.181,high,12.0
218d46b86c1881d022bce9c68a7d4b15,374,52215.38,13.958,4.176,high,178.0
9c0e69c7bf2619675bbadf47b43f655a,148,31843.69,14.718,4.176,high,209.0
41b39e28db005d9731d9d485a83b4c38,183,16157.050000000001,12.218,4.175,high,115.0
6426d21aca402a131fc0a5d0960a3c90,23,1209.64,10.964,4.174,low,125.0
8b2492b7ff4468839593fafeed55bad9,29,3660.08,12.44,4.172,low,167.0
bd0389da23d89b726abf911cccc54596,87,7472.160000000001,13.635,4.172,medium,200.0
0691148aee60ca47977c187804f935ae,47,5868.51,11.94,4.17,medium,136.0
5a8e7d5003a1f221f9e1d6e411de7c23,136,10962.2,10.247,4.169,high,49.0
ce7d1888639e6fb06b2749cbfdac1ff7,78,11793.89,14.551,4.167,high,201.0
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,50628.9,13.651,4.167,high,174.0
8cbac7e12637ed9cffa18c7875207478,66,2955.98,13.94,4.167,low,218.0
974cf2cb8f4b7add98709c30df02fe10,30,2694.7,11.27,4.167,low,133.0
7e3f87d16fb353f408d467e74fbd8014,91,4653.09,12.573,4.165,medium,157.0
a17f621c590ea0fab3d5d883e1630ec6,61,2607.6,11.659,4.164,low,149.0
db4350fd57ae30082dec7acbaacc17f9,135,3282.33,10.776,4.163,low,115.0
5b8154610ebb21fb90eb587365e673df,37,9048.050000000001,13.051,4.162,medium,173.0
6481e96574816ead57975da2c0f6d80d,31,3284.9,6.988,4.161,low,15.0
01fd077212124329bac32490e8ef80d9,31,1208.0,8.15,4.161,low,40.0
4917cee8d902e13428c3ec4b1ca6f315,31,5103.9,18.077,4.161,medium,253.0
8648b1e89e9b349e32d3741b30ec737e,93,7228.75,9.046,4.161,medium,41.0
5c6d4016c2a288f074fa0848a2b653d2,31,3100.0,10.635,4.161,low,113.0
f789d2c4f2c2eb38fc4373e7a4b35264,44,4864.24,10.942,4.159,medium,108.0
e24fc9fcd865784fb25705606fe3dfe7,51,12768.0,12.579,4.157,high,130.0
232a6014e7b10cba61c6c2b2ea6bb4b0,32,3819.9700000000003,13.598,4.156,low,205.0
1da3aeb70d7989d1e6d9b0e887f97c23,256,8565.6,8.603,4.156,medium,27.0
e883aa812c37a7413226856f4579fe91,26,4097.1,9.901,4.154,medium,63.0
76d5af76d0271110f9af36c92573f765,124,30912.75,12.112,4.153,high,112.0
cc419e0650a3c5ba77189a1882b7556a,1628,100507.04,11.607,4.153,high,96.0
582d4f8675b945722eda7c0cb61ba4c7,59,4702.96,11.103,4.153,medium,110.0
6c177e38df6d3f34182b1f1d427231bf,53,8112.89,14.41,4.151,medium,220.0
b92e3c8f9738272ff7c59e111e108d7c,60,8151.39,16.971,4.15,medium,248.0
6f892e20a171e98efe17fdb971ff319b,40,5978.1,17.138,4.15,medium,250.0
542917da124346b47ea1ac79a93ce454,20,1341.9,11.576,4.15,low,143.0
4869f7a5dfa277a7dca6462dcf3b52b2,1114,225323.44,15.003,4.149,high,216.0
0ef83d7d83ed97cd2a0049ac8be5f88a,47,4646.02,9.707,4.149,medium,56.0
e067ad2c1c0b48758eb1b5228bcf7a68,54,5042.55,14.984,4.148,medium,228.0
f80edd2c5aaa505cc4b0a3b219abf4b8,115,8791.6,12.121,4.148,medium,144.0
98dac6635aee4995d501a3972e047414,88,4073.45,9.559,4.148,medium,51.0
004c9cd9d87a3c30c522c48c4fc07416,149,19326.83,14.847,4.148,high,213.0
0c7533c71df861ec58ad7ff999ed0e8d,61,3043.2,10.811,4.148,low,120.0
77530e9772f57a62c906e1c21538ab82,312,45775.6,15.014,4.147,high,217.0
8f2ce03f928b567e3d56181ae20ae952,150,21113.3,14.302,4.147,high,192.0
00fc707aaaad2d31347cf883cd2dfe10,96,12227.6,15.183,4.146,high,219.0
dc317f341ab0e22f39acbd9dbf9b4a1f,55,18988.4,12.409,4.145,high,120.0
7a241947449cc45dbfda4f9d0798d9d0,55,7335.66,13.267,4.145,medium,180.0
5c243662ce92d84573bfaff24c3e3700,97,32752.12,10.801,4.144,high,63.0
45d33f715e24d15a6ccf5c17b3a23e3c,56,4518.49,11.551,4.143,medium,123.0
1f50f920176fa81dab994f9023523100,1389,106443.01,15.692,4.142,high,230.0
d91fb3b7d041e83b64a00a3edfb37e4f,498,39364.14,11.2,4.141,high,79.0
2a7dc43cecabf23403078e2188437d1d,50,4416.11,12.564,4.14,medium,156.0
b4a476fbd28de64b1e347abf9089366a,29,4084.04,12.268,4.138,medium,146.0
4bf2f4ee540798a61f9636d12cd9cc80,29,4995.56,13.562,4.138,medium,196.0
96804ea39d96eb908e7c3afdb671bb9e,37,3530.75,12.917,4.135,low,185.0
c9c7905cffc4ef9ff9f113554423e671,126,10602.18,11.003,4.135,high,73.0
966cb4760537b1404caedd472cc610a5,67,45928.26,10.041,4.134,high,40.0
9674754b5a0cb32b638cec001178f799,82,4820.59,8.235,4.134,medium,18.0
951e8cef368f09bb3f3d03c00ca4702c,60,3899.33,9.321,4.133,low,68.0
7aa4334be125fcdd2ba64b3180029f14,213,15957.15,16.033,4.131,high,237.0
2c9e548be18521d1c43cde1c582c6de8,122,5937.86,13.526,4.131,medium,194.0
06579cb253ecd5a3a12a9e6eb6bf8f47,61,4587.400000000001,9.941,4.131,medium,65.0
53e4c6e0f4312d4d2107a8c9cddf45cd,460,29483.79,12.06,4.13,high,109.0
c826c40d7b19f62a09e2d7c5e7295ee2,345,44530.05,13.237,4.13,high,160.0
72c5da29406b4234927b81855e7b64f6,31,11798.69,10.798,4.129,high,62.0
93dc87703c046b603023e75222018b45,31,7901.5,18.445,4.129,medium,258.0
4e06067cc08b3f41d837768d392c3ee3,31,941.72,10.264,4.129,low,100.0
ad420dd0c4f92f8af951ac24b86d0cf5,40,4380.29,11.724,4.125,medium,129.0
adbc26658d6c7b4b6219f9d934598091,88,11806.4,17.259,4.125,high,248.0
dfc5fb7259bb2b599ca565e6e9448f0f,33,6124.63,13.264,4.121,medium,179.0
01cf7e3d21494c41fb86034f2e714fa1,58,9229.66,11.704,4.121,medium,127.0
2e90cb1677d35cfe24eef47d441b7c87,127,13894.710000000001,12.454,4.118,high,123.0
bd23da7354813347129d751591d1a6e2,85,9695.6,9.812,4.118,high,31.0
0adac9fbd9a2b63cccaac4f8756c1ca8,103,15419.2,13.064,4.117,high,152.0
38e679b9e0064cd94c6f035707344dae,26,3560.99,11.28,4.115,low,134.0
45ba18c210d42734ec52c0c1c574e9ee,35,5099.44,7.457,4.114,medium,7.0
ececbfcff9804a2d6b40f589df8eef2b,97,6771.14,13.181,4.113,medium,175.0
817245bcc3badd82bbd222e0366951a6,27,4986.0,12.574,4.111,medium,158.0
fa1a9dec3a9940c072684a46728bf1fc,54,6554.1,14.332,4.111,medium,217.0
0176f73cc1195f367f7b32db1e5b3aa8,37,4643.2,13.248,4.108,medium,178.0
8b321bb669392f5163d04c59e235e066,925,17153.55,12.685,4.108,high,133.0
4c03b9dd4c11ee2cb35c96c49efc9420,47,6423.1,10.53,4.106,medium,91.0
ca3bd7cd9f149df75950150d010fe4a2,66,8969.67,13.48,4.106,medium,192.0
48436dade18ac8b2bce089ec2a041202,134,11821.11,14.353,4.104,high,194.0
37515688008a7a40ac93e3b2e4ab203f,224,5872.6,15.317,4.103,medium,233.0
3b15288545f8928d3e65a8f949a28291,98,13277.85,14.191,4.102,high,186.0
f00e21b1e91a79653163b7fd8f293ff1,30,3836.19,11.504,4.1,low,139.0
d3674f271c91f824f82d24d92011f669,20,1718.3,13.771,4.1,low,212.0
20cb7c2fde3e5bf10f0bbe7394e1c6a9,31,844.9999999999999,12.365,4.097,low,163.0
33576ec5412fb5905d876f12f33bfde6,31,2807.0,14.815,4.097,low,235.0
f27e33c6d29b5138fa9967bcd445b6d5,93,8888.3,12.07,4.097,medium,142.0
062ce95fa2ad4dfaedfc79260130565f,52,7249.3,13.565,4.096,medium,197.0
6860153b69cc696d5dcfe1cdaaafcf62,73,3785.64,9.842,4.096,low,84.0
55d3daac7c404d59e51c2aa2f4dc5a23,21,4480.6,8.714,4.095,medium,31.0
a888faf2d1baececa6baf9c3d603ee1f,53,17564.8,18.017,4.094,high,255.0
1f9ab4708f3056ede07124aad39a2554,75,13143.03,14.613,4.093,high,204.0
4b5f66b7adcf57f1ecc0d3c07dd6b177,22,6111.79,14.554,4.091,medium,222.0
066a6914e1ebf3ea95a216c73a986b91,66,8956.380000000001,13.309,4.091,medium,183.0
df56d7b40d437f88407c5f78b63bc328,22,2791.28,12.585,4.091,low,173.0
cc63f0dd2acba93ffed4fe9f8e0321fa,55,7096.71,8.999,4.091,medium,40.0
b839e41795b7f3ad94cc2014a52f6796,33,42829.0,6.672,4.091,high,2.0
16090f2ca825584b5a147ab24aa30c86,396,25495.87,9.209,4.088,high,16.0
0afccdb8a34ee5c79f7c06faf2b4d56e,23,1145.7,13.534,4.087,low,201.0
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,35,4063.9,13.211,4.086,low,193.0
c8b0e2b0a7095e5d8219575d5e7e1181,83,11940.220000000001,9.991,4.084,high,38.0
138dbe45fc62f1e244378131a6801526,49,1125.56,6.532,4.082,low,11.0
c3867b4666c7d76867627c2f7fb22e21,222,33891.0,15.481,4.081,high,227.0
e9bc59e7b60fc3063eb2290deda4cced,209,33543.69,14.271,4.077,high,189.0
5d0363b33554b373851fc1622e4d5f3c,93,6548.79,12.489,4.075,medium,153.0
575df70bde3f9f2b30bf8d2e9910d725,27,5410.05,13.394,4.074,medium,187.0
0c8380b62e38e8a1e6adbeba7eb9688c,176,17144.99,12.993,4.074,high,150.0
8e6cc767478edae941d9bd9eb778d77a,95,5552.11,16.409,4.074,medium,242.0
8931a84a914b3fe9b1ddaa4d704947ca,28,4598.4,11.857,4.071,medium,133.0
c8467937e403e76a8ee9f0ab13f6f5ef,28,1751.09,16.841,4.071,low,253.0
276677b5d08786d5dce7c2149dcce48b,29,3316.2999999999997,12.388,4.069,low,165.0
a673821011d0cec28146ea42f5ab767f,121,12726.42,12.799,4.066,high,140.0
813348c996469b40f2e028d5429d3495,169,10634.83,10.272,4.065,high,50.0
96493fab2fbb13a14d0c0e8772eef5c3,62,18600.0,13.353,4.065,high,168.0
3be634553519fb6536a03e1358e9fdc7,78,5124.56,10.254,4.064,medium,83.0
8b9d6eec4a7eb7d0f9d579ce0b38324d,48,4159.55,10.404,4.062,medium,89.0
001cca7ae9ae17fb1caed9dfb1094831,192,24177.03,13.119,4.062,high,155.0
56642bcb79900e777d68e91915cb4267,48,3657.64,12.484,4.062,low,170.0
17ca9b9e9b9ef8fdb529001b49ebb50f,114,9579.89,8.183,4.061,medium,14.0
3fd1e727ba94cfe122d165e176ce7967,33,2620.6,15.56,4.061,low,244.0
7142540dd4c91e2237acb7e911c4eba2,314,37012.14,14.768,4.061,high,210.0
7178f9f4dd81dcef02f62acdf8151e01,201,36755.5,15.789,4.06,high,232.0
aaed1309374718fdd995ee4c58c9dfcd,103,9272.550000000001,12.275,4.058,medium,147.0
bba74270a87732727b5a3b4fd9ac1c39,35,5964.6,9.715,4.057,medium,57.0
634964b17796e64304cadf1ad3050fb7,265,39114.1,14.672,4.057,high,207.0
3df020b72d3d44b3af9d110fa3940b65,55,5039.9,13.432,4.055,medium,188.0
0b90b6df587eb83608a64ea8b390cf07,160,28690.62,14.302,4.05,high,192.0
82bd0703a4aefd6b599e5bfdaed378fb,20,2394.28,11.608,4.05,low,144.0
39d54ff918774174706fb065d7f9dc07,22,1554.69,13.903,4.045,low,217.0
1d8dbc4f32378d715c717c1c1fc57bae,88,10876.29,14.392,4.045,high,196.0
79ebd9a61bac3eaf882805ed4ecfa12a,133,14857.99,15.383,4.045,high,225.0
391fc6631aebcf3004804e51b40bcf1e,512,39224.13,14.333,4.043,high,193.0
6a8a889bde935bafa76d7848782dfaf9,24,809.8399999999999,7.685,4.042,low,28.0
7d13fca15225358621be4086e1eb0964,555,112027.29,15.728,4.041,high,231.0
34056b8b55c1775a22af2331670a799c,77,6398.7,12.928,4.039,medium,169.0
94e93ce877be27a515118dbfd2c2be41,28,5258.68,13.556,4.036,medium,195.0
b335c59ab742f751a85db9c411a86739,30,2494.11,16.154,4.033,low,246.0
66e0557ecc2b4dbea057e93f215f68d8,30,12141.0,31.726,4.033,high,264.0
8e8a7ce9f2f970dc00e2acf6f6e199f6,62,8686.0,11.991,4.032,medium,138.0
0be8ff43f22e456b4e0371b2245e4d01,156,11336.0,10.397,4.032,high,52.0
a3e9a2c700480d9bb01fba070ba80a0e,126,13128.8,12.957,4.032,high,147.0
6a0cbc8af2e8abd1bdfb777943d174c6,33,3673.15,15.53,4.03,low,243.0
822166ed1e47908f7cfb49946d03c726,67,3654.84,12.511,4.03,low,171.0
7ddcbb64b5bc1ef36ca8c151f6ec77df,322,54123.68,12.701,4.028,high,135.0
ea8482cd71df3c1969d7b9473ff13abc,1124,36362.85,13.304,4.027,high,164.0
0dd184061fb0eaa7ca37932c68ab91c5,159,18222.92,11.855,4.025,high,105.0
870d0118f7a9d85960f29ad89d5d989a,43,2984.6,14.244,4.023,low,226.0
cfb1a033743668a192316f3c6d1d2671,139,12578.84,12.113,4.022,high,113.0
92eb0f42c21942b6552362b9b114707d,332,6369.57,13.749,4.021,medium,203.0
a6fe7de3d16f6149ffe280349a8535a0,48,2745.1,14.861,4.021,low,237.0
cd68562d3f44870c08922d380acae552,121,18003.7,16.115,4.017,high,240.0
8b28d096634035667e8263d57ba3368c,137,8891.6,14.058,4.015,medium,208.0
06a2c3af7b3aee5d69171b0e14f0ee87,385,35652.04,17.671,4.013,high,252.0
5dceca129747e92ff8ef7a997dc4f8ca,316,109012.94,11.561,4.013,high,95.0
e8b3a3a38279a82f0e5d006d5e5b7d2c,80,11962.3,17.307,4.012,high,249.0
06e5eefc71ec47ae763c5c6f8db7064f,87,20936.68,11.023,4.011,high,74.0
1025f0e2d44d7041d6cf58b6550e0bfa,896,136410.41,12.271,4.011,high,116.0
28f10b1c5e5abb9d4857745bede6147c,28,835.0,7.637,4.0,low,25.0
95e03ca3d4146e4011985981aeb959b9,166,10605.56,12.449,4.0,high,122.0
7139dc5186aa238b006e066d8fbab2e4,21,1685.0,13.974,4.0,low,220.0
751bdc4d83a466c7206cd42e8f426b03,48,6289.0,10.032,4.0,medium,71.0
ff1fb4c404b2efe68b03350a8dc24122,46,6771.0,10.307,4.0,medium,86.0
e8f6dc8e6a1dcde89d20e3995c8d90b3,35,2148.7400000000002,12.936,4.0,low,186.0
b56906f7fd1696e043f1bcce164c487b,40,2148.49,12.874,4.0,low,184.0
1336efc61c316ddf92c899eb817f7cae,73,4801.31,11.826,4.0,medium,131.0
f61c63d13f7cd800549d5acdd390ae72,26,3072.3,11.747,4.0,low,151.0
d93919c944be9cff128f6c9cb899eacb,33,2666.7000000000003,22.922,4.0,low,264.0
99eaacc9e6046db1c82b163c5f84869f,63,12642.28,14.98,4.0,high,215.0
4aba391bc3b88717ce08eb11e44937b2,27,7286.88,16.923,4.0,medium,247.0
0cbcee27c791afa0cdcb08587a2013a8,37,5054.15,12.791,4.0,medium,166.0
238fac594e170b59c6d228f5a4f4f1d9,28,3007.0,11.968,4.0,low,157.0
2156f2671501a81034d7d07f217609d0,21,2909.5,15.281,4.0,low,242.0
e5a3438891c0bfdb9394643f95273d8e,214,7447.0599999999995,15.606,4.0,medium,236.0
6a51fc556dab5f766ced6fbc860bc613,24,7217.87,14.152,4.0,medium,212.0
40d54b51e962dbe09cabbcfd33298dee,30,6785.5599999999995,7.334,4.0,medium,6.0
dfa0c4c6229ab200a4a1336b4d7128ff,77,4777.1,9.788,4.0,medium,60.0
b8555308bfdb4ca1ed54325a58da9a97,26,3047.2000000000003,10.219,4.0,low,99.0
701938c450705b8ae65fc923b70f35c7,72,11671.33,13.096,4.0,high,154.0
d5ba419e26d246a0719437cf37d9b46d,32,3806.5,9.836,4.0,low,83.0
5c853bb56f70f4d14218944bae111d7a,23,263.13,8.657,4.0,low,49.0
5b67882648febfb6e1225e6ad7164f6b,27,6813.4800000000005,12.559,4.0,medium,155.0
7d76b645482be4a332374e8223836592,170,3727.35,13.679,4.0,low,208.0
2528513dd95219a6013d4d05176e391a,156,31534.2,10.722,3.987,high,58.0
48162d548f5b1b11b9d29d1e01f75a61,65,20035.39,11.427,3.985,high,91.0
59b22a78efb79a4797979612b885db36,124,26985.5,12.712,3.984,high,136.0
e5a38146df062edaf55c38afa99e42dc,119,15060.17,11.669,3.983,high,98.0
fcb5ace8bcc92f75707dc0f01a27d269,58,7891.45,10.573,3.983,medium,94.0
6560211a19b47992c3666cc44a7e94c0,1801,119666.83,9.615,3.98,high,25.0
7202e2ba20579a9bd1acb29e61fe71f6,50,11895.8,13.384,3.98,high,169.0
b17b679f4f5ce2e03ce6968c62648246,50,3424.18,19.226,3.98,low,262.0
04308b1ee57b6625f47df1d56f00eedf,91,58461.9,18.804,3.978,high,257.0
4c2b230173bb36f9b240f2b8ac11786e,254,14290.97,12.971,3.976,high,148.0
1da366cade6d8276e7d8beea7af5d4bf,41,5778.69,17.705,3.976,medium,251.0
f45122a9ab94eb4f3f8953578bc0c560,184,21764.68,12.761,3.973,high,138.0
6d66611d7c44cc30ce351abc49a68421,162,12948.800000000001,11.813,3.969,high,103.0
ef506c96320abeedfb894c34db06f478,313,9444.53,13.433,3.968,medium,189.0
2745f798279e0ed033addcc1474776d7,31,3642.93,13.594,3.968,low,204.0
e62b2d6ac10570a035a30bafcf01d263,59,5126.89,13.232,3.966,medium,177.0
4992e76a42cb3aad7a7047e0d3d7e729,56,2171.2,7.713,3.964,low,29.0
2138ccb85b11a4ec1e37afbd1c8eda1f,386,12060.23,11.352,3.964,high,87.0
4e922959ae960d389249c378d1c939f5,408,44954.42,14.475,3.963,high,198.0
002100f778ceb8431b7a1020ff7ab48f,50,1216.6,16.387,3.96,low,249.0
8160255418d5aaa7dbdc9f4c64ebda44,374,45605.990000000005,16.122,3.96,high,241.0
2709af9587499e95e803a6498a5a56e9,24,1081.56,11.305,3.958,low,135.0
272f092de69afedd4d2969440b37f18f,24,1784.43,10.075,3.958,low,90.0
abe42c5d03695b4257b5c6cbf4e6784e,48,16561.0,14.021,3.958,high,180.0
a36b125ac6d5fdbc7f50de85c9157bdc,23,1793.65,12.985,3.957,low,188.0
903037660cf848a717166eb7a06d616e,44,7935.18,11.836,3.955,medium,132.0
244c2f1bff6afe1f2eaf9bfe9b2aed38,22,2679.0,14.041,3.955,low,224.0
a420f60ff1aa9acc80d0e42959f2b313,65,7346.3,11.703,3.954,medium,126.0
e9d99831abad74458942f21e16f33f92,128,4852.75,12.625,3.953,medium,161.0
891071be6ba827b591264c90c2ae8a63,85,3793.34,13.706,3.953,low,209.0
